genes_Ascl1_Symbols
Gm17767
Myo1b
Stat4
Stat1
Gls
Nab1
Gm28178
Nemp2
Mfsd6
Inpp1
Hibch
1700019D03Rik
Mstn
1700019A02Rik
Ormdl1
Asnsd1
Dnah7a
Stk17b
Mir7681
Hecw2
Ccdc150
Gtf3c3
Pgap1
Ankrd44
Sf3b1
Coq10b
Hspe1
Mob4
Rftn2
Mars2
Boll
Plcl1
9130227L01Rik
1700003I22Rik
Hsfy2
Satb2
BC055402
4930558J18Rik
1700066M21Rik
Tyw5
Spats2l
Sgo2a
Aox1
Aox3
Aox2
Bzw1
Clk1
Gm20257
Flacc1
Cflar
Trak2
Stradb
C2cd6
Tmem237
Als2
Cdk15
Fzd7
Gm973
Sumo1
Nop58
Snord11
Bmpr2
Fam117b
Ica1l
Wdr12
Carf
Nbeal1
Cyp20a1
Abi2
Raph1
Cd28
Ctla4
Icos
9530026F06Rik
Pard3b
Pard3bos2
Nrp2
Ino80d
Ino80dos
Ndufs1
Zdbf2
Gpr1
Adam23
Gm39653
Dytn
4933402D24Rik
Gm13749
Mir6899
Klf7
Creb1
Mettl21a
Ccnyl1
Fzd5
Plekhm3
Akr1cl
Cryge
Cryga
D630023F18Rik
Idh1
Pikfyve
Pth2r
Crygf
Map2
Unc80
Rpe
Kansl1l
Myl1
Cps1
Erbb4
Ikzf2
Spag16
Vwc2l
Bard1
Abca12
Atic
Fn1
Apol7d
4933417E11Rik
Mreg
Pecr
Xrcc5
Marchf4
Smarcal1
Ankar
Rpl37a
Igfbp2
Igfbp5
1700027A15Rik
D530049I02Rik
Pinc
6030407O03Rik
Mir6351
Tns1
Rufy4
Cxcr1
Mir1928
Arpc2
Tmbim1
Pnkd
Catip
Slc11a1
Vil1
Usp37
Bcs1l
Stk36
Ttll4
Cyp27a1
Prkag3
Wnt6
Wnt10a
Gm16582
Cdk5r2
Mir375
Ihh
Nhej1
Slc23a3
Zfand2b
Abcb6
Atg9a
Tuba4a
Ptprn
Resp18
Dnpep
Des
Speg
Gmppa
Asic4
Chpf
Tmem198
Obsl1
Inha
Stk11ip
Slc4a3
Gm17751
Mir6343
Epha4
Mir6352
Pax3
Sgpp2
Mogat1
Acsl3
Utp14b
Kcne4
Gm29536
Scg2
Ap1s3
Serpine2
Fam124b
1700016L21Rik
Dock10
Nyap2
Mir6344
Irs1
Rhbdd1
Col4a3
Tm4sf20
Agfg1
Slc19a3
Krtap28-13
Sphkap
Pid1
Mir6353
Dner
Mir5126
Trip12
Fbxo36
Sp100
A630001G21Rik
Cab39
Itm2c
4933407L21Rik
Gpr55
Spata3
2810459M11Rik
Psmd1
Armc9
B3gnt7
Gm28626
Ncl
C130036L24Rik
Nmur1
Tex44
Ptma
Cops7b
Nppc
Dis3l2
Alppl2
Alpi
Ecel1
Prss56
Chrnd
Chrng
Eif4e2
Efhd1
Gigyf2
Snorc
Ngef
Neu2
Inpp5d
Atg16l1
Dgkd
Gm19582
Ugt1a6a
Ugt1a5
Dnajb3
Trpm8
Spp2
Glrp1
Gm19589
Arl4c
Platr5
1700067G17Rik
Sh3bp4
C030007H22Rik
Agap1
4933400F21Rik
Gbx2
Asb18
Iqca
Ackr3
Cops8
Col6a3
Mlph
Prlh
Rab17
Lrrfip1
Ramp1
Ube2f
Espnl
Klhl30
Erfe
Ilkap
Hes6
Per2
Traf3ip1
Asb1
Twist2
Hdac4
Ndufa10
Cops9
Otos
Gpc1
Mir149
Ankmy1
Dusp28
Rnpepl1
Gpr35
Aqp12
Kif1a
Mab21l4
Crocc2
Sned1
Gm28535
Pask
Mir6345
Ano7
Hdlbp
Stk25
Bok
Thap4
Dtymk
Ing5
D2hgdh
Gal3st2
Gal3st2b
Neu4
Pdcd1
4930440C22Rik
Fam174a
St8sia4
1700063A18Rik
4930533P14Rik
Panct2
Slco4c1
Slco6b1
Macir
Ppip5k2
Gin1
Pam
1810006J02Rik
Slco6d1
Cntnap5b
Gm20268
Cdh20
Gm17634
Pign
Relch
Tnfrsf11a
Gm7160
Zcchc2
Gm20753
Phlpp1
Mir3473f
Bcl2
Vps4b
Serpinb5
Serpinb13
Serpinb2
Serpinb8
D830032E09Rik
Cdh7
Cdh19
Dsel
Cntnap5a
Tsn
Clasp1
2900060B14Rik
Tfcp2l1
Mir6346
Gli2
Inhbb
Ralb
Tmem185b
3830432H09Rik
Epb41l5
Ptpn4
Tmem177
Cfap221
Sctr
Tmem37
Dbi
3110009E18Rik
Steap3
C1ql2
Marco
En1
Celrr
Insig2
Ccdc93
Htr5b
Ddx18
Gm28590
Dpp10
Actr3
Slc35f5
Gpr39
Lypd1
Nckap5
Mgat5
Tmem163
Acmsd
Ccnt2
Map3k19
Rab3gap1
Zranb3
R3hdm1
Ubxn4
Lct
Mcm6
Dars
Cxcr4
Thsd7b
Cd55b
Cd55
Zp3r
C4bp
Pfkfb2
AA986860
Gm28856
Fcamr
Fcmr
Il10
Mapkapk2
Dyrk3
Eif2d
Rassf5
Srgap2
Fam72a
Avpr1b
Ctse
Rab7b
Slc26a9
Slc41a1
Rab29
Nucks1
Slc45a3
Elk4
Mfsd4a
Cdk18
Lemd1
Mir135b
Klhdc8a
Nuak2
Tmcc2
Dstyk
Rbbp5
Cntn2
Nfasc
Gm10538
Lrrn2
Mdm4
Pik3c2b
Ppp1r15b
Plekha6
Gm19461
Golt1a
Kiss1
Ren2
Ren1
Etnk2
Sox13
Snrpe
Zc3h11a
Lax1
Atp2b4
Optc
Prelp
Fmod
Btg2
Chit1
Chil1
Mybph
Adora1
Myog
Ppfia4
Mgat4f
Cyb5r1
Adipor1
Klhl12
Rabif
Mgat4e
Kdm5b
Syt2
Ppp1r12b
Lgr6
Ptprv
Arl8a
Gpr37l1
Elf3
Rnpep
Timm17a
Lmod1
Shisa4
Ipo9
Nav1
Gm4793
Csrp1
Phlda3
Tnni1
Lad1
Tnnt2
Pkp1
Igfn1
Tmem9
Ascl5
Cacna1s
Gm15850
Kif21b
Mroh3
Inava
Gpr25
Camsap2
Ddx59
Kif14
Zfp281
Gm19705
Platr22
Nr5a2
Mir181a-1
Ptprc
Atp6v1g3
Nek7
Gm5833
Lhx9
1700019P21Rik
Dennd1b
Crb1
Gm34816
Zbtb41
Aspm
F13b
Cfhr1
Gm4788
Cfhr2
Cfh
Kcnt2
4930590L20Rik
Cdc73
Glrx2
Uchl5
Rgs2
Rgs13
Rgs1
Rgs18
Brinp3
Pla2g4a
Ptgs2os
Ptgs2
Ptgs2os2
Pdc
Tpr
Prg4
Hmcn1
C730036E19Rik
Ivns1abp
Swt1
Rnf2
Niban1
2810414N06Rik
Edem3
1700025G04Rik
Tsen15
Colgalt2
Rgl1
Apobec4
Ncf2
Smg7
Nmnat2
Lamc2
Lamc1
E330020D12Rik
Shcbp1l
Dhx9
Npl
Rgs8
C230024C17Rik
Rgs16
Rnasel
Rgsl1
Teddm1b
Mir8114
Glul
Zfp648
4930532M18Rik
Cacna1e
Gm9530
Ier5
Mr1
Stx6
BC034090
Xpr1
Gm5532
Acbd6
Lhx4
Qsox1
Cep350
Tor1aip1
Tor1aip2
Fam163a
Tdrd5
Nphs2
Axdnd1
Soat1
Abl2
Tor3a
Fam20b
Ralgps2
Tex35
Rasal2
2810025M15Rik
Cryzl2
Sec16b
Brinp2
Astn1
Pappa2
1600012P17Rik
Cop1
Tnr
4930523C07Rik
Tnn
Rabgap1l
Rc3h1
Serpinc1
Snord47
Klhl20
Ankrd45
Tex50
Prdx6
Tnfsf4
Tnfsf18
Fasl
Suco
4930558K02Rik
2810442N19Rik
Dnm3
Eef1aknmt
Myoc
Myocos
Prrc2c
Fmo4
Fmo1
Mroh9
Prrx1
Gorab
Mettl11b
Kifap3
Scyl3
BC055324
Mettl18
Sell
Ccdc181
Nme7
Atp1b1
Gm26685
Dpt
Gm20743
Xcl1
4930568G15Rik
Tbx19
Sft2d2
Gpr161
Dcaf6
Mpc2
Adcy10
Mpzl1
Rcsd1
Creg1
Cd247
Pou2f1
Dusp27
Gpa33
Ildr2
Tada1
Fmo9
Gm16701
Fam78b
Uck2
Mir6347
Tmco1
Mgst3
Lrrc52
Rxrg
Lmx1a
Pbx1
Mir6348
Mir6354
Nuf2
Ccdc190
3110045C21Rik
Ddr2
Uap1
Sh2d1b1
Nos1ap
Olfml2b
Atf6
Dusp12
Fcrlb
Fcgr2b
Cfap126
Pcp4l1
Tomm40l
Apoa2
Ndufs2
Adamts4
B4galt3
Usp21
Ufc1
Dedd
Pfdn2
Nectin4
Arhgap30
Usf1
Tstd1
F11r
Alyref2
Cd244a
Cd48
Slamf1
Cd84
Slamf6
Vangl2
Nhlh1
Ncstn
Copa
Pex19
Dcaf8
Pea15a
Casq1
Atp1a4
Atp1a2
Igsf8
Kcnj9
Kcnj10
Pigm
Slamf9
Igsf9
Tagln2
Cfap45
4933439K11Rik
Vsig8
Slamf8
Dusp23
Olfr1408
Ackr1
Aim2
Ifi208
Ifi204
Mndal
Ifi202b
Olfr432
Spta1
Olfr419
Mptx1
Fmn2
Grem2
Rgs7
Fh1
Kmo
Wdr64
Exo1
Becn2
Pld5
Gm36536
Cep170
Sdccag8
Akt3
Zbtb18
2310043L19Rik
1700016C15Rik
Adss
Catspere1
Catspere2
Desi2
Cox20
Hnrnpu
Kif26b
Smyd3
Cnst
Sccpdh
Kif28
Ahctf1
Cdc42bpa
Coq8a
Psen2
Gm5069
Itpkb
Stum
Parp1
Mir6904
Lin9
Mixl1
Acbd3
H3f3a
Sde2
Lefty2
Pycr2
Lefty1
Tmem63a
Ephx1
9130409I23Rik
Nvl
Cnih4
Wdr26
Cnih3
Ccdc121
Lbr
Enah
Srp9
Vmn1r1
Degs1
Fbxo28
Capn2
Capn8
Ccdc185
Susd4
Tlr5
Disp1
Aida
Mia3
Taf1a
Hhipl2
Gm34068
Dusp10
1700056E22Rik
1700112H15Rik
Hlx
Mtarc1
Mtarc2
C130074G19Rik
Mark1
Rab3gap2
Snora36b
Mir664
Iars2
Bpnt1
Eprs
9630028B13Rik
Gm2061
5033404E19Rik
Lyplal1
A730004F24Rik
Tgfb2
Rrp15
D1Pas1
1700007P06Rik
Spata17
Gpatch2
Esrrg
9330162B11Rik
Ush2a
Kctd3
Kcnk2
Cenpf
Ptpn14
Smyd2
Prox1
Prox1os
Gm29678
Rps6kc1
Angel2
Vash2
Flvcr1
Tatdn3
Batf3
Fam71a
Atf3
D730003I15Rik
Nenf
Pacc1
Ppp2r5a
Gm32200
Dtl
Ints7
Lpgat1
Nek2
1700034H15Rik
Slc30a1
Rd3
Mir3473c
Traf5
Rcor3
Gm10516
Kcnh1
Hhat
A730013G03Rik
Gm15867
Sertad4
Syt14
Utp25
Irf6
A130010J15Rik
Traf3ip3
Hsd11b1
G0s2
Lamb3
Camk1g
Mir205
4930503O07Rik
Plxna2
Mir3962
Gm16897
A330023F24Rik
Cr1l
Cr2
B020014A21Rik
H60c
Ppp1r14c
Iyd
Plekhg1
Mthfd1l
Gm30570
Akap12
Zbtb2
Ccdc170
Esr1
Syne1
Myct1
Vip
Fbxo5
Mtrf1l
Rgs17
Oprm1
Cnksr3
Ulbp1
Lrp11
Pcmt1
Lats1
Ginm1
Mir5104
Tab2
Ust
Sash1
Samd5
Stxbp5
Adgb
Grm1
4930567K20Rik
Shprh
Fbxo30
Epm2a
Timm8a1
Utrn
B230208H11Rik
Stx11
Sf3b5
Plagl1
Zc2hc1b
Phactr2
Pex3
Aig1
Gm32172
Hivep2
Adgrg6
Nmbr
C330004P14Rik
Gm20125
Cited2
Txlnb
Heca
Abracl
Reps1
Ect2l
Ccdc28a
Nhsl1
Hebp2
Gm32926
Arfgef3
Gm4922
Perp
Tnfaip3
Gm20139
Olig3
Gm33104
Ifngr1
Slc35d3
Pex7
Map3k5
Map7
4930405J17Rik
Mir6413
Mtfr2
Pde7b
Ahi1
Myb
Hbs1l
4930455C13Rik
Aldh8a1
1700020N01Rik
Gm5420
Sgk1
Raet1c
Raet1d
Slc2a12
Tbpl1
Tcf21
Eya4
Snora33
Slc18b1
Vnn3
Taar6
Taar9
Stx7
Moxd1
Gm15270
Enpp3
Arg1
Akap7
Epb41l2
Smlr1
Gm36908
4930401C15Rik
Tmem200a
Gm9767
Samd3
L3mbtl3
Gm8709
Arhgap18
Lama2
4930579H20Rik
Ptprk
Themis
2310057J18Rik
Soga3
9330159F19Rik
Echdc1
Rspo3
Cenpw
Hint3
Ncoa7
Hey2
Hddc2
Supt4b
Rnf217
Nkain2
Trdn
D830005E20Rik
Clvs2
Sult3a2
Sult3a1
Zup1
Rwdd1
Trappc3l
Dse
Tspyl4
Nt5dc1
Col10a1
Frk
Hs3st5
Hdac2
Marcks
4930591E09Rik
Rfpl4b
Lama4
Fam229b
Ccn6
Fyn
Gm16364
Traf3ip2
E130307A14Rik
Rev3l
Mfsd4b4
Mfsd4b3-ps
Mfsd4b5
Mfsd4b1
Slc16a10
Rpf2
Amd2
Amd1
Cdk19
Slc22a16
Ddo
Mettl24
Cdc40
Wasf1
Gpr6
Fig4
Ak9
Zbtb24
Mical1
Cd164
Ccdc162
5730435O14Rik
BC048559
Sesn1
Armc2
Foxo3
Afg1l
Snx3
Nr2e1
Ostm1
Sec63
Scml4
Sobp
9030612E09Rik
Pdss2
Bend3
Mtres1
Cd24a
F930017D23Rik
1700027J07Rik
Rtn4ip1
Crybg1
Atg5
Mir1929
Prdm1
Prep
Popdc3
Bves
Lin28b
Hace1
D030045P18Rik
Grik2
Ascc3
Sim1
Lilrb4a
Rfx6
Vgll2
Dcbld1
Gopc
Nus1
Slc35f1
Gm36173
Pln
Cep85l
Gm36229
Mcm9
Asf1a
Fam184a
Man1a
Msl3l2
Tbc1d32
Gja1
Gm36595
4930467K11Rik
Hsf2
Serinc1
Pkib
Fabp7
Smpdl3a
Lims1
Ccdc138
Edar
Sh3rf3
Septin10
Sowahc
P4ha1
Pla2g12b
Mcu
Micu1
Gm17059
Ddit4
Anapc16
Ascc1
Spock2
Mir6906
Chst3
Psap
Cdh23
Vsir
Slc29a3
Unc5b
Mir6408
Pldi
Mir466j
Gm20611
Pcbd1
Sgpl1
Tbata
Adamts14
Prf1
Pald1
Nodal
Eif4ebp2
Lrrc20
Npffr1
Ppa1
Tysnd1
Aifm2
Mir5108
Macroh2a2
Col13a1
Fam241b
Neurog3
Tspan15
Mir7662
Tacr2
Hk1os
Hk1
Hkdc1
Vps26a
Srgn
Kifbp
Ddx50
Mir7215
Stox1
Ccar1
Tet1
Dna2
Hnrnph3
Gm16143
Pbld1
Atoh7
Mypn
Herc4
Sirt1
Ctnna3
Lrrtm3
Gm28881
Gm30853
1700023F02Rik
1110002J07Rik
Gm31763
Reep3
Jmjd1c
Nrbf2
Egr2
Ado
4930563J15Rik
Zfp365
4930521O17Rik
Rtkn2
Arid5b
4930545H06Rik
Cabcoco1
Tmem26
Gm33035
Rhobtb1
Cdk1
Ank3
Ccdc6
Mrln
Slc16a9
Fam13c
Phyhipl
D630013N20Rik
Bicc1
1700113B09Rik
Tfam
Ube2d1
Gm20609
Cisd1
Ipmk
Zwint
A330049N07Rik
Pcdh15
Gnaz
Bcr
Specc1l
Adora2a
Upb1
Gucd1
Lrrc75b
Ggt1
Ggt5
Susd2
Cabin1
Ddt
Gstt3
Gstt2
Mif
Derl3
Mmp11
Chchd10
Vpreb3
Gm5134
Mir6409
Zfp280b
Gm16222
Prmt2
Dip2a
Pcnt
1700094J05Rik
Mcm3ap
Lss
Col6a1
Pcbp3
Slc19a1
Col18a1
Pofut2
Adarb1
Fam207a
Itgb2
Pttg1ip
Sumo3
Mir1930
Tspear
Gm19402
Gm9508
Gm9736
Gm3233
Gm3250
Gm9639
Gm19668
Gm2696
Krtap10-4
Krtap10-10
Gm36176
Gm10318
Gm3285
1700009J07Rik
Cfap410
Pfkl
Aire
Icosl
Gatd3a
Trappc10
Agpat3
Rrp1
Cstb
Mir6908
Pdxk
Syde1
Casp14
Ccdc105
Olfr1355
Olfr57
2610008E11Rik
Vmn2r81
Vmn2r83
Theg
C2cd4c
Odf3l2
Madcam1
Tpgs1
Cdc34
Gzmm
Bsg
Hcn2
Fgf22
Fstl3
Prss57
Palm
Misp
Ptbp1
Plppr3
Prtn3
Med16
R3hdm4
Arid3a
Wdr18
Grin3b
Tmem259
Cnn2
Abca7
Arhgap45
Gpx4
Sbno2
Cbarp
Atp5d
Midn
Cirbp
Efna2
Pwwp3a
Ndufs7
Gamt
Rps15
Apc2
2310011J03Rik
Pcsk4
Reep6
Adamtsl5
Plk5
Mex3d
Mbd3
Uqcr11
Tcf3
Onecut3
Atp8b3
Rexo1
Klf16
Scamp4
Csnk1g2
Mknk2
Mob3a
Dot1l
Amh
Jsrp1
Lingo3
Lsm7
Sppl2b
Tmprss9
Timm13
Lmnb2
Gng7
Slc39a3
Thop1
Zbtb7a
Pias4
Atcay
Zfr2
Matk
Mir3057
Apba3
Tjp3
Pip5k1c
Cactin
Tbxa2r
Gipc3
Hmg20b
4930404N11Rik
Fzr1
Nfic
Gm16104
Mir1191b
Celf5
Gna15
Gna11
Tle5
Tle2
Tle6
Zfp873
AU041133
Zfp938
1190007I07Rik
Tdg-ps2
Glt8d2
Hcfc2
Nfyb
1700028I16Rik
Txnrd1
Chst11
Slc41a2
D10Wsu102e
Aldh1l2
Washc4
Appl2
1500009L16Rik
Gm34184
Nuak1
4930463O16Rik
Ckap4
Platr7
Polr3b
Rfx4
Ric8b
Fhl4
Tmem263
Mterf2
Cry1
Btbd11
Pwp1
Prdm4
Ascl4
Rtcb
Fbxo7
4930486F22Rik
Timp3
Syn3
1810014B01Rik
Hsp90b1
Ttc41
Nt5dc3
Stab2
1700113H08Rik
Ascl1
Pah
Igf1
Tyms-ps
Nup37
Washc3
Gnptab
Sycp3
Chpt1
Mybpc1
Gm4925
Arl1
Slc5a8
Ano4
Gas2l3
Nr1h4
Slc17a8
Scyl2
1500026H17Rik
Anks1b
Apaf1
Ikbip
Slc25a3
Tmpo
4930534H03Rik
Gm31592
Rmst
Gm20757
Nedd1
Cfap54
Mir1931
Cdk17
Elk3
Gm32688
Gm17745
Mir7688
Lta4h
Amdhd1
Ccdc38
Snrpf
Ntn4
Gm8580
Gm15915
Usp44
Metap2
Vezt
Fgd6
Nr2c1
Ndufa12
Tmcc3
Mir7211
Cep83os
Plxnc1
Gm29684
Cradd
2310039L15Rik
Socs2
5730420D15Rik
Mrpl42
Ube2n
Nudt4
Eea1
4930459C07Rik
Btg1
4930556N09Rik
Mir3966
Gm10754
Gm8633
Atp2b1
Poc1b
Dusp6
Gm20110
Gm18409
Gm35206
Csl
Kitl
Gm4301
Gm35722
Mgat4c
Mir3059
Slc6a15
Gm20765
Mir6411
Tmtc2
Gm15663
Ccdc59
Mettl25
4930532I03Rik
Acss3
Lin7a
Myf5
Myf6
Ppp1r12a
Pawr
Gm36283
Gm5136
Syt1
Nav3
E2f7
1700020G17Rik
Csrp2
Zdhhc17
Osbpl8
Bbs10
Nap1l1
Phlda1
4933440J02Rik
Gm20758
Glipr1l1
Glipr1l2
Caps2
Kcnc2
1700010J16Rik
Gm3942
Atxn7l3b
Trhde
Gm15723
Tph2
Tbc1d15
Rab21
Tmem19
Lgr5
Tspan8
Ptprr
Taf7l2
Ptprb
Kcnmb4os2
Cnot2
Gm26579
1700030O20Rik
4930579P08Rik
Myrfl
Rab3ip
4933412E12Rik
D630029K05Rik
Cct2
Frs2
Yeats4
Cpsf6
Gm32141
Cpm
Mdm2
Nup107
Rap1b
4933411E08Rik
Mdm1
Iltifb
Ifng
Ifngas1
Gm33337
Dyrk2
Gm38403
Gm33677
1700064J06Rik
Cand1
1700025F24Rik
Grip1
Helb
Irak3
Tmbim4
Llph
9230105E05Rik
Hmga2
4921513I03Rik
Msrb3
Lemd3
Wif1
4930432O09Rik
Tbc1d30
Gns
Rassf3
Tbk1
D930020B18Rik
BC048403
Srgap1
Rxylt1
Avpr1a
Ppm1h
Mir8104
Mirlet7i
Mon2
Usp15
Tafa2
4930503E24Rik
Slc16a7
Lrig3
Mir378d
Atp23
Gm30539
Ctdsp2
Mir26a-2
Tsfm
Marchf9
Cdk4
Agap2
B4galnt1
Slc26a10
Arhgef25
Pip4k2c
Kif5a
Dctn2
Mbd6
Arhgap9
Gli1
Inhbe
Inhbc
R3hdm2
Stac3
Ndufa4l2
Shmt2
Nxph4
Lrp1
Stat6
Nab2
Myo1a
Zbtb39
Gpr182
Rdh16
Rdh18-ps
Rdh19
Rdh7
Sdr9c7
Hsd17b6
Prim1
Naca
Ptges3
Atp5b
Baz2a
Rbms2
Gls2
Timeless
Apon
Apof
Stat2
Il23a
Cnpy2
Cs
Coq10a
Mir6914
Slc39a5
Rnf41
Smarcc2
Myl6b
Esyt1
Zc3h10
Rpl41
Mir6917
Erbb3
Rps26
Suox
Rab5b
Pmel
Dgka
Pym1
Mmp19
Dnajc14
Gdf11
Cd63
Olfr773
Olfr774
Olfr777
Olfr780
Olfr781
Olfr782
Olfr784
Olfr796
Olfr813
Olfr820
Olfr821
Olfr823
Neurod4
Tespa1
Vmn2r85
Vmn2r86
Vmn2r87
Eif4enif1
Drg1
Patz1
Pik3ip1
Limk2
Rnf185
8430429K09Rik
Pla2g3
Inpp5j
Selenom
Smtn
Tug1
Osbp2
4921536K21Rik
Slc35e4
Tcn2
Pes1
Gal3st1
Sec14l4
Sec14l3
Mtfp1
Rnf215
Ccdc157
Sf3a1
Tbc1d10a
Osm
Lif
Hormad2
Mtmr3
Gm11961
Ascc2
Uqcr10
Zmat5
Cabp7
Nf2
Nipsnap1
Nefh
Ap1b1
Rasl10a
Gas2l1
Rhbdd3
Emid1
Kremen1
Znrf3
Xbp1
Ankrd36
Mrps24
Urgcp
Ube2d-ps
Pgam2
Polm
Aebp1
Pold2
Gck
Camk2b
Nudcd3
Rps15a-ps6
Npc1l1
Tmed4
Ogdh
Zmiz2
Mir7651
Ppia
H2az2
Purb
Myo1g
Snhg15
Ccm2
Nacad
Tbrg4
Ramp3
Gm11978
Gm11981
Adcy1
Igfbp1
Igfbp3
Tns3
Hus1
Sun3
Upp1
Abca13
Vwc2
Spata48
Ikzf1
Fignl1
Ddc
1700042O10Rik
Grb10
Cobl
4930554G24Rik
1700046C09Rik
Pom121l12
Vstm2a
Sec61g
Egfr
Plek
Ppp3r1
C1d
Etaa1
Etaa1os
Gm12018
Meis1
4933406G16Rik
Spred2
Actr2
Rab1a
Cep68
Slc1a4
Sertad2
Aftph
Lgalsl
Peli1
Vps54
Mir1933
Ugp2
Mdh1
Wdpcp
Otx1
Ehbp1
Tmem17
B3gnt2
Commd1
Cct4
1700061J23Rik
Xpo1
Usp34
Ahsa2
1700093K21Rik
Selenok-ps1
Pex13
Pus10
Rel
Papolg
Bcl11a
4933430M04Rik
Gm10466
4933427E13Rik
5730522E02Rik
Fancl
Vrk2
Ccdc85a
2810471M01Rik
Mir216b
Efemp1
Pnpt1
Ppp4r3b
Ccdc88a
Clhc1
Rtn4
Eml6
Fem1al
Sptbn1
4930505A04Rik
Acyp2
Psme4
Asb3
Chac2
Stc2
Bod1
D630024D03Rik
4930524B15Rik
Nsg2
Gm12108
Il9r
Snrnp25
Rhbdf1
Hba-a1
Sh3pxd2b
Ubtd2
Efcab9
Stk10
Fbxw11
Smim23
Fgf18
Npm1
Tlx3
Ranbp17
Gabrp
Kcnip1
Kcnmb1
Foxi1
Dock2
Insyn2b
Spdl1
Slit3
Mir218-2
Pank3
Mir103-1
Fbll1
Rars
Wwc1
Tenm2
Gm12130
Mat2b
Ccng1
Gabrg2
Gabra1
Gabra6
Gabrb2
Mir146
Pttg1
C1qtnf2
Ccnjl
Fabp6
Pwwp2a
Ttc1
Adra1b
Il12b
Ublcp1
Rnf145
4930597A21Rik
Ebf1
Gm12159
Clint1
Lsm11
Thg1l
Sox30
Adam19
Mir8100
Nipal4
Fndc9
Cyfip2
Itk
Fam71b
Med7
Havcr2
Havcr1
Timd4
Sgcd
Rack1
Trim41
Trim7
Ifi47
Zfp62
Mgat1
Olfr1390
Olfr1389
Olfr1388
Olfr1385
Olfr1381
Flt4
Scgb3a1
Cnot6
Gfpt2
Mapk9
Rasgef1c
Rnf130
Tbc1d9b
Mrnip
Sqstm1
Mgat4b
Ltc4s
Maml1
Canx
Mir804
Hnrnph1
Rufy1
Adamts2
Zfp354c
Zfp879
Grm6
Zfp2
Zfp354b
9230009I02Rik
Platr20
Clk4
Col23a1
Phykpl
Hnrnpab
Rmnd5b
N4bp3
D930048N14Rik
0610009B22Rik
Sar1b
Jade2
Cdkn2aipnl
Ube2b
Cdkl3
Ppp2ca
Mir3061
Olfr1372-ps1
Olfr1371
Skp1
Tcf7
Vdac1
9530068E07Rik
Fstl4
Gm11186
Hspa4
Zcchc10
Aff4
Gdf9
Shroom1
Sowaha
Septin8
Il13
Rad50
Il5
Mir7671
Irf1
Gm12216
Slc22a5
Slc22a21
Pdlim4
P4ha2
Csf2
Acsl6
Meikin
Rapgef6
Cdc42se2
Lyrm7os
Gpx3
Tnip1
Anxa6
Ccdc69
Gm2a
Slc36a3
Fat2
Sparc
Atox1
G3bp1
Glra1
Nmur2
Gria1
Fam114a2
Mfap3
Galnt10
4933424L21Rik
2010001A14Rik
Hand1
Larp1
Cnot8
